,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude,weight
622,24725,Y needs X Ving,need,the,police,caring,no value,53.285565150886534,-3.5852400582811783,1.0
623,24754,Y needs X Ving,want,the,film,doing,no value,53.34980529999999,-6.260309700000001,1.0
624,24793,Y needs X to be Ved,wanted,the,most,no value,fixed,51.5073509,-0.12775830000000002,1.0
625,24793,Y needs X to be Ved,wants,the,us,no value,seen,57.1436377,-2.0987651,1.0
626,24799,Y needs X Ved,wants,the,union,no value,broken,53.76581666702312,-0.333942078920855,1.0
627,24814,Y needs X Ved,want,the,definition,no value,adopted,54.72940989999999,-1.8811598000000005,1.0
628,24924,Y needs X Ved,want,the,job,no value,finished,51.5073509,-0.12775830000000002,1.0
629,24924,Y needs X Ved,want,the,job,no value,finished,51.52503660000001,-0.3413965,1.0
630,24999,Y needs X to be Ved,wants,the,motion,no value,supported,51.595832681806144,-0.337062091455874,1.0
631,25000,Y needs X Ved,want,the,arsenal,no value,signed,50.718412,-3.533899,1.0
632,25140,Y needs X to be Ved,want,the,car,no value,driven,53.92932934934833,-1.124986051583595,1.0
633,25172,Y needs X Ved,deserve,the,job,no value,done,54.5704551,-1.3289821000000002,1.0
634,25177,Y needs X Ving,wants,the,spacing,sorting,no value,51.5073509,-0.12775830000000002,1.0
635,25295,Y needs X Ving,needs,the,windscreen,replacing,no value,55.126957,-1.510277,1.0
636,25307,Y needs X Ving,want,the,work,doing,no value,53.5844501544392,-2.663700063110037,1.0
637,25309,Y needs X Ved,needs,the,keys,no value,sorted,53.1046782,-1.5623885,1.0
638,25352,Y needs X Ved,want,the,inside,no value,done,51.626281,0.080647,1.0
639,25415,Y needs X to be Ved,want,the,car,no value,driven,53.92932934934833,-1.124986051583595,1.0
640,25435,Y needs X Ving,need,the,happy,ending,no value,51.36433768824517,0.518546400659421,1.0
641,25465,Y needs X Ving,need,the,badge,changing,no value,53.7676236,-0.3274198,1.0
642,25586,Y needs X Ving,want,the,same,including,no value,50.44755867087375,-3.545694573906754,1.0
643,25599,Y needs X to be Ved,wanted,the,names,no value,added,51.46136985633234,-0.113671720971208,1.0
644,25751,Y needs X Ved,wants,the,roof,no value,closed,51.481727899999996,-0.613576,1.0
645,25797,Y needs X to be Ved,wanted,the,clubs,no value,given,53.530731655875655,-2.487430564659624,1.0
646,25862,Y needs X Ved,want,the,doctor,no value,ordered,51.2787075,0.5217254,1.0
647,25869,Y needs X Ved,want,the,game,no value,played,54.85516515068954,-1.836129561794298,1.0
648,25889,Y needs X Ved,want,the,department,no value,concerned,52.95478320000001,-1.1581086,1.0
649,25991,Y needs X Ving,want,the,fuckers,closing,no value,52.4937331652052,-2.1244415730669957,1.0
650,26001,Y needs X Ving,needs,the,hem,taking,no value,53.81750529999999,-3.0356748,1.0
651,26025,Y needs X to be Ved,want,the,conditions,no value,created,51.50009168353514,-0.14893559343778198,1.0
652,26029,Y needs X Ving,need,the,more,attacking,no value,54.97825200000001,-1.61778,1.0
653,26095,Y needs X to be Ved,wanted,the,game,no value,played,50.97833818848411,0.096722901676023,1.0
654,26144,Y needs X Ved,wanted,the,championship,no value,wrapped,53.5450645,-2.6325074,1.0
655,26222,Y needs X Ving,needs,the,sack,playing,no value,52.52048900000001,-1.465382,1.0
656,26305,Y needs X Ving,want,the,fuckers,closing,no value,52.4937331652052,-2.1244415730669957,1.0
657,26411,Y needs X Ved,want,the,kurds,no value,wiped,52.15099863361282,-7.556150537376485,1.0
658,26509,Y needs X Ving,needs,the,chairmans,backing,no value,52.95478320000001,-1.1581086,1.0
659,26514,Y needs X Ved,wanted,the,news,no value,reported,53.34980529999999,-6.260309700000001,1.0
660,26514,Y needs X Ving,want,the,pitch,sorting,no value,53.795984,-1.759398,1.0
661,26540,Y needs X Ving,need,the,sign,updating,no value,51.90230118055344,-0.190951090800057,1.0
662,26565,Y needs X to be Ved,need,the,bursary,no value,reinstated,53.3727181,-3.073754,1.0
663,26716,Y needs X Ving,need,the,defence,sorting,no value,53.72957265809434,-1.8900300678065551,1.0
664,26730,Y needs X to be Ved,wants,the,business,no value,done,51.6055748,-0.06816649999999999,1.0
665,26760,Y needs X to be Ved,want,the,woman,no value,sent,53.35490213361106,-6.247621039910087,1.0
666,26813,Y needs X Ved,want,the,order,no value,cancelled,53.40837140000001,-2.9915726,1.0
667,26823,Y needs X to be Ved,want,the,events,no value,organised,51.524835183228426,-0.17311459311106198,1.0
668,26856,Y needs X to be Ved,want,the,state,no value,invested,51.5073509,-0.12775830000000002,1.0
669,26881,Y needs X Ving,need,the,situation,explaining,no value,51.5073509,-0.12775830000000002,1.0
670,26912,Y needs X Ving,needs,the,shit,kicking,no value,53.4875235,-2.2901264,1.0
671,26977,Y needs X to be Ved,need,the,car,no value,completed,51.26357868898064,0.527730900003093,1.0
672,26981,Y needs X Ving,want,the,most,exciting,no value,53.383164163093134,-1.449611572954178,1.0
673,26990,Y needs X Ved,wants,the,same,no value,enforced,54.06800465042361,-2.775131059633978,1.0
674,27047,Y needs X to be Ved,want,the,service,no value,provided,51.73989268546981,0.478479403152894,1.0
675,27106,Y needs X to be Ved,wanted,the,campaign,no value,rooted,53.34980529999999,-6.260309700000001,1.0
676,27125,Y needs X to be Ved,wanted,the,campaign,no value,rooted,53.34980529999999,-6.260309700000001,1.0
677,27126,Y needs X to be Ved,need,the,bursary,no value,reinstated,53.3727181,-3.073754,1.0
678,27150,Y needs X Ved,want,the,nhs,no value,included,54.06800465042361,-2.775131059633978,1.0
679,27150,Y needs X Ving,want,the,trophy,sending,no value,53.5450645,-2.6325074,1.0
680,27206,Y needs X Ved,want,the,dl,no value,offered,56.08543862552911,-4.5337800367402235,1.0
681,27248,Y needs X Ving,needs,the,cover,fitting,no value,53.3900441,-2.5969501,1.0
682,27249,Y needs X Ved,wants,the,uk,no value,locked,54.61759765385377,-1.579937564966059,1.0
683,27253,Y needs X Ving,need,the,new,rolling,no value,51.5073509,-0.12775830000000002,1.0
684,27304,Y needs X to be Ved,need,the,government,no value,challenged,51.5073509,-0.12775830000000002,1.0
685,27405,Y needs X to be Ved,want,the,negativity,no value,washed,51.38544518372361,-0.252753593305613,1.0
686,27485,Y needs X to be Ved,want,the,final,no value,filmed,53.41987815404958,-2.915426562244173,1.0
687,27497,Y needs X Ving,want,the,serum,replacing,no value,54.57707565686802,-1.120204568486189,1.0
688,27514,Y needs X Ving,needs,the,lemonade,adding,no value,50.99750666473128,-3.927118568193401,1.0
689,27541,Y needs X Ving,need,the,ball,playing,no value,53.738240666289215,-0.492195577915029,1.0
690,27563,Y needs X Ving,wanted,the,odds,pushing,no value,53.7676236,-0.3274198,1.0
691,27578,Y needs X Ving,need,the,earth,moving,no value,53.43300316324068,-1.366867073271774,1.0
692,27618,Y needs X Ving,need,the,stop,calling,no value,53.4807593,-2.2426305,1.0
693,27638,Y needs X Ving,need,the,earth,moving,no value,53.43300316324068,-1.366867073271774,1.0
694,27650,Y needs X Ving,want,the,most,engaging,no value,51.2787075,0.5217254,1.0
695,27673,Y needs X Ving,need,the,fitness,training,no value,53.193392,-2.893075,1.0
696,27692,Y needs X to be Ved,want,the,final,no value,filmed,53.41987815404958,-2.915426562244173,1.0
697,27701,Y needs X Ved,want,the,referees,no value,banned,54.597285,-5.93012,1.0
698,27914,Y needs X Ved,need,the,path,no value,fixed,54.726187100000004,-5.8101207000000015,1.0
699,27964,Y needs X Ved,want,the,price,no value,attached,52.205337,0.12181700000000001,1.0
700,27970,Y needs X to be Ved,want,the,chance,no value,surrounded,53.35490213361106,-6.247621039910087,1.0
701,28007,Y needs X Ving,want,the,word,seeing,no value,51.9496196797724,-0.270884089921751,1.0
702,28015,Y needs X to be Ved,need,the,#communityhousingfund,no value,extended,50.81846710000001,-0.12033669999999999,1.0
703,28109,Y needs X Ved,want,the,job,no value,done,53.34980529999999,-6.260309700000001,1.0
704,28199,Y needs X Ving,wants,the,sack,picking,no value,53.3900441,-2.5969501,1.0
705,28217,Y needs X Ved,want,the,ban,no value,enforced,51.5073509,-0.12775830000000002,1.0
706,28311,Y needs X Ving,deserve,the,owners,backing,no value,52.756665164482314,-1.9414210729240289,1.0
707,28325,Y needs X Ved,need,the,order,no value,confirmed,53.064403158933274,-2.514257067068645,1.0
708,28426,Y needs X Ving,needs,the,shit,retweeting,no value,53.653511,-2.632596,1.0
709,28579,Y needs X Ving,wants,the,sack,picking,no value,53.3900441,-2.5969501,1.0
710,28597,Y needs X Ved,wanted,the,mosques,no value,monitored,53.34980529999999,-6.260309700000001,1.0
711,28689,Y needs X Ving,needs,the,statue,returning,no value,53.40837140000001,-2.9915726,1.0
712,28713,Y needs X Ved,wants,the,roof,no value,closed,53.795984,-1.759398,1.0
713,28716,Y needs X Ving,want,the,gov,controlling,no value,54.99205515089752,-1.645361062357704,1.0
714,28801,Y needs X Ving,want,the,airport,opening,no value,53.84118865042428,-3.0320885590948286,1.0
715,28848,Y needs X Ving,needs,the,roots,doing,no value,52.4750743,-1.8298330000000005,1.0
716,28858,Y needs X to be Ved,want,the,uk,no value,governed,53.4892924,-3.0462309,1.0
717,28897,Y needs X to be Ved,want,the,video,no value,used,53.8007554,-1.5490774,1.0
718,28922,Y needs X Ving,need,the,early,warning,no value,51.5073509,-0.12775830000000002,1.0
719,28987,Y needs X Ving,deserves,the,most,loving,no value,52.272994399999995,-0.8755514999999999,1.0
720,29004,Y needs X Ving,deserves,the,public,shaming,no value,51.462151047775784,-2.492727307862912,1.0
721,29010,Y needs X to be Ved,want,the,players,no value,distracted,53.4807593,-2.2426305,1.0
722,29081,Y needs X Ving,want,the,inspectors,fining,no value,53.456952157913115,-2.233479566883483,1.0
723,29208,Y needs X Ved,need,the,tax,no value,sorted,53.730927799999996,-1.9837091,1.0
724,29212,Y needs X Ving,want,the,mexican,sharing,no value,54.972665,-2.1121439,1.0
725,29285,Y needs X Ving,want,the,market,killing,no value,52.8792745,-2.0571868,1.0
726,29340,Y needs X Ving,deserves,the,hooligans,sending,no value,53.4807593,-2.2426305,1.0
727,29383,Y needs X Ving,need,the,n55,extending,no value,53.5768647,-2.4282192000000005,1.0
728,29402,Y needs X Ving,want,the,money,spending,no value,52.63687779999999,-1.1397591999999999,1.0
729,29439,Y needs X Ved,want,the,politicians,no value,wanted,50.3754565,-4.1426565,1.0
730,29461,Y needs X Ved,want,the,lounge,no value,finished,50.3754565,-4.1426565,1.0
731,29496,Y needs X Ving,need,the,audiobook,recording,no value,51.5073509,-0.12775830000000002,1.0
732,29533,Y needs X Ving,want,the,gender,removing,no value,53.456952157913115,-2.233479566883483,1.0
733,29549,Y needs X to be Ved,need,the,planning,no value,approved,52.205337,0.12181700000000001,1.0
734,29566,Y needs X Ving,needs,the,same,doing,no value,53.795984,-1.759398,1.0
735,29593,Y needs X Ved,need,the,ball,no value,ripped,51.58790118320384,-0.102161593288369,1.0
736,29603,Y needs X Ving,want,the,lamp,fitting,no value,51.5073509,-0.12775830000000002,1.0
737,29631,Y needs X Ving,need,the,prints,delivering,no value,52.95478320000001,-1.1581086,1.0
738,29632,Y needs X Ved,wanted,the,books,no value,published,51.08115543308133,0.650872625368661,1.0
739,29658,Y needs X Ving,want,the,press,talking,no value,51.5742447,0.4856781,1.0
740,29681,Y needs X Ving,need,the,prints,delivering,no value,52.95478320000001,-1.1581086,1.0
741,29695,Y needs X Ving,deserve,the,success,following,no value,50.768035,0.29047199999999995,1.0
742,29812,Y needs X to be Ved,need,the,electorate,no value,reminded,53.469850153162156,-3.0044555613404573,1.0
743,29815,Y needs X to be Ved,wanted,the,recipient,no value,given,53.706709,-1.913411,1.0
744,29820,Y needs X Ved,want,the,donations,no value,stopped,51.5073509,-0.12775830000000002,1.0
745,29830,Y needs X Ving,needs,the,shit,kicking,no value,53.40837140000001,-2.9915726,1.0
746,29857,Y needs X Ved,want,the,order,no value,sent,52.95478320000001,-1.1581086,1.0
747,29908,Y needs X Ving,need,the,beard,sorting,no value,53.386904599999994,-2.3488982999999997,1.0
748,29980,Y needs X Ving,wants,the,monkey,taking,no value,53.092117659087506,-2.456814067325582,1.0
749,30014,Y needs X Ving,need,the,window,facing,no value,53.09095615601942,-2.965935063703466,1.0
750,30056,Y needs X Ving,need,the,support,considering,no value,53.34980529999999,-6.260309700000001,1.0
751,30057,Y needs X Ved,need,the,threshold,no value,raised,53.82741815311353,-2.6056430621661546,1.0
752,30069,Y needs X Ved,want,the,fucker,no value,sacked,53.789287699999996,-2.2405035,1.0
753,30111,Y needs X Ving,want,the,theif,sorting,no value,53.249855164070084,-1.439097073790054,1.0
754,30121,Y needs X Ving,need,the,dmin,training,no value,51.71613918573298,0.496500402876229,1.0
755,30152,Y needs X Ving,want,the,long,matching,no value,52.486243,-1.8904009999999998,2.0
756,30159,Y needs X Ved,need,the,rest,no value,done,54.283113,-0.399752,1.0
757,30248,Y needs X Ved,need,the,cunt,no value,removed,52.282315999999994,-1.584927,1.0
758,30257,Y needs X Ving,want,the,law,applying,no value,55.864237,-4.251806,1.0
759,30271,Y needs X Ving,need,the,stop,planning,no value,52.5684861323629,-7.293810037033281,1.0
760,30290,Y needs X to be Ved,want,the,management,no value,given,53.39330860000001,-2.1266342999999996,1.0
761,30305,Y needs X Ved,want,the,ihra,no value,accepted,52.9451889,-0.1601246,1.0
762,30372,Y needs X Ving,need,the,loo,fixing,no value,53.479030657688725,-2.2455095666735487,1.0
763,30373,Y needs X Ving,need,the,loo,fixing,no value,53.479030657688725,-2.2455095666735487,1.0
764,30383,Y needs X to be Ved,want,the,bbc,no value,abolished,54.236107,-4.548056,1.0
765,30456,Y needs X Ving,need,the,place,closing,no value,53.8007554,-1.5490774,1.0
766,30574,Y needs X Ving,want,the,board,addressing,no value,52.592257664633294,-2.106407072646853,1.0
767,30621,Y needs X Ved,want,the,service,no value,provided,51.49838668316304,-0.216107592935755,1.0
768,30690,Y needs X Ved,needs,the,loo,no value,given,54.57063829999999,-1.2352416000000002,1.0
769,30743,Y needs X Ving,want,the,most,entertaining,no value,52.6139686,0.8864021000000001,1.0
770,30750,Y needs X Ved,wanted,the,players,no value,sacked,51.549438188131454,0.7212509001745,1.0
771,30769,Y needs X to be Ved,want,the,tickets,no value,used,51.5073509,-0.12775830000000002,1.0
772,30779,Y needs X Ved,needed,the,sides,no value,done,55.91087262742693,-4.425149038383792,1.0
773,30983,Y needs X Ved,deserved,the,sack,no value,did,51.240139,-2.9938580000000004,1.0
774,30993,Y needs X Ved,need,the,game,no value,fixed,53.456306999999995,-2.737095,1.0
775,31032,Y needs X Ving,need,the,political,backing,no value,55.864237,-4.251806,1.0
776,31081,Y needs X to be Ved,wanted,the,bait,no value,taken,54.95268000000001,-1.6034110000000001,1.0
777,31113,Y needs X Ved,wants,the,backstop,no value,removed,51.5073509,-0.12775830000000002,1.0
778,31118,Y needs X Ving,need,the,police,focusing,no value,51.5073509,-0.12775830000000002,1.0
779,31145,Y needs X Ved,need,the,estates,no value,broken,57.4142576055249,-6.19909251942492,1.0
780,31146,Y needs X Ving,want,the,heads,looking,no value,53.432603500000006,-1.3635008999999998,1.0
781,31148,Y needs X Ved,want,the,players,no value,focused,53.483001657925605,-2.201495566966031,1.0
782,31188,Y needs X Ved,need,the,occasional,no value,measured,53.93317966157337,-1.069073572568828,1.0
783,31199,Y needs X Ving,want,the,heads,looking,no value,53.432603500000006,-1.3635008999999998,1.0
784,31249,Y needs X Ved,want,the,vr,no value,removed,53.566292160690594,-1.642728070512544,1.0
785,31340,Y needs X Ving,need,the,spikes,sending,no value,54.083751563362725,-0.8598662135586449,1.0
786,31369,Y needs X Ved,want,the,place,no value,packed,51.15764319397443,1.2922683934491592,1.0
787,31438,Y needs X Ved,need,the,patio,no value,done,51.5073509,-0.12775830000000002,1.0
788,31453,Y needs X to be Ved,want,the,nhs,no value,used,50.840331688135606,-0.130355597369922,1.0
789,31503,Y needs X Ving,need,the,spikes,sending,no value,54.083751563362725,-0.8598662135586449,1.0
790,31591,Y needs X Ved,need,the,bottle,no value,filled,51.895927,0.891874,1.0
791,31596,Y needs X Ved,want,the,lassie,no value,sacked,55.953252,-3.1882669999999997,1.0
792,31623,Y needs X Ved,want,the,rats,no value,armed,55.953252,-3.1882669999999997,1.0
793,31726,Y needs X Ving,want,the,tarpaulin,ripping,no value,51.454513,-2.58791,1.0
794,31806,Y needs X Ved,want,the,vulnerable,no value,cared,51.33536369288605,1.3123458943364943,1.0
795,31848,Y needs X Ved,need,the,rules,no value,changed,53.8227931658121,-0.47512757754896295,1.0
796,31939,Y needs X to be Ved,want,the,budget,no value,spent,51.4828358,-0.3882062,1.0
797,31943,Y needs X Ving,want,the,eu,closing,no value,51.5073509,-0.12775830000000002,1.0
798,31953,Y needs X Ved,need,the,pundits,no value,changed,53.8227931658121,-0.47512757754896295,1.0
799,31953,Y needs X Ving,want,the,buttons,stabbing,no value,51.5459269,0.7077123000000001,1.0
800,32095,Y needs X to be Ved,want,the,winner,no value,announced,53.522819999999996,-1.128462,1.0
801,32155,Y needs X Ving,deserves,the,fairytale,ending,no value,53.381129,-1.470085,1.0
802,32209,Y needs X Ving,need,the,bulldozers,pulling,no value,52.89844599999999,-1.269778,1.0
803,32225,Y needs X Ving,need,the,car,washing,no value,51.5557739,-1.7797176,2.0
804,32303,Y needs X Ving,want,the,forms,doing,no value,51.068785,-1.794472,1.0
805,32312,Y needs X Ved,wanted,the,hedge,no value,removed,53.40837140000001,-2.9915726,2.0
806,32317,Y needs X to be Ved,want,the,conversation,no value,dominated,50.9097004,-1.4043508999999998,1.0
807,32322,Y needs X Ving,want,the,world,seeing,no value,51.85309116900074,-2.229417075872445,1.0
808,32453,Y needs X Ved,need,the,query,no value,sorted,51.5073509,-0.12775830000000002,1.0
809,32453,Y needs X Ved,wanted,the,tapes,no value,destroyed,53.801955659532176,-1.5654895697287041,1.0
810,32505,Y needs X Ving,want,the,eu,closing,no value,51.5073509,-0.12775830000000002,1.0
811,32603,Y needs X Ved,want,the,deal,no value,done,52.707302899999995,-2.7553267999999997,1.0
812,32618,Y needs X Ving,wanted,the,happy,ending,no value,52.76670866865177,-1.223951578119046,1.0
813,32660,Y needs X Ved,need,the,work,no value,done,54.597285,-5.93012,1.0
814,32703,Y needs X Ving,want,the,happy,ending,no value,52.0406224,-0.7594171,1.0
815,33021,Y needs X Ving,need,the,obvious,pointing,no value,53.00266800000001,-2.179404,1.0
816,33148,Y needs X Ved,want,the,sport,no value,banned,53.8108176,-1.7626099999999998,1.0
817,33180,Y needs X Ved,wanted,the,hedge,no value,removed,53.40837140000001,-2.9915726,2.0
818,33184,Y needs X Ving,want,the,aussies,trying,no value,53.723466,-1.345968,1.0
819,33185,Y needs X Ved,wanted,the,hedge,no value,removed,53.40837140000001,-2.9915726,2.0
820,33265,Y needs X Ving,need,the,essential,designing,no value,53.34980529999999,-6.260309700000001,1.0
821,33306,Y needs X Ving,need,the,batteries,changing,no value,53.567471,-0.08078400000000001,1.0
822,33345,Y needs X Ving,need,the,fluids,doing,no value,53.38260765625901,-2.593300064733046,1.0
823,33345,Y needs X Ving,needs,the,drain,cleaning,no value,50.44755867087375,-3.545694573906754,1.0
824,33358,Y needs X Ving,needs,the,paint,changing,no value,52.6139686,0.8864021000000001,1.0
825,33364,Y needs X Ving,needs,the,same,doing,no value,51.62144,-3.9436459999999998,1.0
826,33378,Y needs X Ved,need,the,fuck,no value,booed,55.864237,-4.251806,1.0
827,33444,Y needs X Ving,need,the,pie,loving,no value,50.81787,-0.372882,1.0
828,33475,Y needs X Ving,need,the,fluids,doing,no value,53.38260765625901,-2.593300064733046,1.0
829,33480,Y needs X Ved,need,the,account,no value,sorted,51.76826368316689,0.10673740616132699,1.0
830,33504,Y needs X to be Ved,wants,the,clp,no value,removed,53.19734915571409,-2.894882063619811,1.0
831,33595,Y needs X to be Ved,want,the,“saving”,no value,spent,51.454513,-2.58791,1.0
832,33613,Y needs X Ved,need,the,same,no value,done,53.546259154032576,-2.774311062540322,1.0
833,33756,Y needs X to be Ved,want,the,game,no value,delayed,53.00266800000001,-2.179404,1.0
834,33863,Y needs X Ving,deserved,the,win,managing,no value,53.1046782,-1.5623885,1.0
835,33870,Y needs X to be Ved,want,the,school,no value,closed,51.5742447,0.4856781,1.0
836,33948,Y needs X Ving,need,the,some,doing,no value,53.5933498,-2.2966054,1.0
837,33959,Y needs X Ving,need,the,machinehead,replacing,no value,50.864437,-1.2707,1.0
838,34044,Y needs X to be Ved,want,the,motion,no value,passed,53.4807593,-2.2426305,1.0
839,34084,Y needs X Ved,want,the,account,no value,locked,53.455568156181094,-2.522772064827914,1.0
840,34096,Y needs X Ving,needs,the,same,doing,no value,53.64579200000001,-1.7850351000000002,1.0
841,34160,Y needs X Ved,need,the,truth,no value,exposed,51.898514299999995,-8.4756035,1.0
842,34180,Y needs X to be Ved,wanted,the,value,no value,related,51.316774,-0.5600349,1.0
843,34287,Y needs X Ved,want,the,tweet,no value,translated,51.504286,-3.576945,1.0
844,34339,Y needs X Ved,wants,the,regulations,no value,lowered,55.858302128951905,-4.241751039861819,1.0
845,34341,Y needs X Ving,want,the,economy,regulating,no value,51.342248157877734,0.518817774346963,1.0
846,34352,Y needs X Ved,needs,the,head,no value,slapped,54.34872900000001,-6.2704803,1.0
847,34430,Y needs X Ving,want,the,fight,listening,no value,53.39330860000001,-2.1266342999999996,1.0
848,34435,Y needs X Ving,need,the,strength,training,no value,51.81567017754798,-0.815503586582922,1.0
849,34447,Y needs X Ving,need,the,name,changing,no value,52.302419,-0.693964,1.0
850,34538,Y needs X Ved,want,the,product,no value,replaced,53.34980529999999,-6.260309700000001,1.0
851,34540,Y needs X Ving,want,the,kop,moving,no value,53.381129,-1.470085,1.0
852,34599,Y needs X Ving,need,the,name,changing,no value,53.64670274294927,-1.7969591750654552,1.0
853,34641,Y needs X Ved,want,the,car,no value,assessed,51.684582687429895,0.7593539006703851,1.0
854,34664,Y needs X Ved,need,the,sound,no value,turned,51.284935672509185,-2.29929607850895,1.0
855,34664,Y needs X to be Ved,want,the,#sugartax,no value,scrapped,51.41233,-0.300689,1.0
856,34687,Y needs X to be Ved,want,the,numbers,no value,reversed,50.5475363,-2.4343209,1.0
857,34757,Y needs X Ving,deserved,the,result,beating,no value,52.486243,-1.8904009999999998,1.0
858,34769,Y needs X Ving,want,the,kids,seeing,no value,52.467449629152156,-7.888808033694062,1.0
859,34788,Y needs X Ving,needs,the,oil,changing,no value,53.013208,-2.2273002,1.0
860,34814,Y needs X to be Ved,want,the,club,no value,managed,56.0270704,-3.8142224000000002,1.0
861,34858,Y needs X Ving,need,the,fluff,picking,no value,53.013208,-2.2273002,1.0
862,34934,Y needs X Ving,need,the,fluff,picking,no value,53.013208,-2.2273002,1.0
863,34995,Y needs X Ving,wants,the,same,doing,no value,53.7676236,-0.3274198,1.0
864,35000,Y needs X Ving,want,the,stats,comparing,no value,51.481581,-3.17909,1.0
865,35012,Y needs X Ving,want,the,stats,comparing,no value,51.481581,-3.17909,1.0
866,35049,Y needs X to be Ved,want,the,proposals,no value,passed,54.89370079999999,-2.9340057999999996,1.0
867,35093,Y needs X Ving,needs,the,widest,retweeting,no value,50.758596999999995,-3.2591050999999998,1.0
868,35114,Y needs X Ved,want,the,city,no value,closed,53.35490213361106,-6.247621039910087,1.0
869,35125,Y needs X to be Ved,need,the,air,no value,cleared,51.05977100000001,-1.310142,1.0
870,35156,Y needs X to be Ved,need,the,air,no value,cleared,51.05977100000001,-1.310142,1.0
871,35162,Y needs X Ved,need,the,game,no value,done,51.5073509,-0.12775830000000002,1.0
872,35174,Y needs X Ving,need,the,sound,sorting,no value,52.51665666885469,-1.4813510776445409,1.0
873,35244,Y needs X to be Ved,want,the,area,no value,associated,51.5073509,-0.12775830000000002,1.0
874,35255,Y needs X Ved,wants,the,weak,no value,culled,51.5073509,-0.12775830000000002,1.0
875,35274,Y needs X Ving,deserve,the,widest,viewing,no value,51.5073509,-0.12775830000000002,2.0
876,35275,Y needs X Ved,want,the,side,no value,served,54.597285,-5.93012,1.0
877,35296,Y needs X Ving,want,the,activity,tracking,no value,55.953252,-3.1882669999999997,1.0
878,35323,Y needs X to be Ved,deserves,the,right,no value,protected,51.46033918399733,-0.11540559392242199,1.0
879,35337,Y needs X Ved,want,the,manager,no value,sacked,51.56530584507063,-0.279967468009049,1.0
880,35374,Y needs X Ving,needs,the,financial,backing,no value,51.92692418545997,0.701305902534831,1.0
881,35375,Y needs X to be Ved,wanted,the,piece,no value,balanced,53.456952157913115,-2.233479566883483,1.0
882,35496,Y needs X Ved,need,the,game,no value,done,51.5073509,-0.12775830000000002,1.0
883,35537,Y needs X to be Ved,wanted,the,game,no value,played,52.630885899999996,1.297355,1.0
884,35624,Y needs X Ved,wants,the,uk,no value,tied,50.2660471,-5.0527125,1.0
885,35710,Y needs X Ved,wanted,the,show,no value,cancelled,53.95996510000001,-1.0872979,1.0
886,35793,Y needs X Ving,need,the,rim,doing,no value,52.48025291499675,-1.8912884354420616,1.0
887,35860,Y needs X Ving,deserved,the,win,embarrassing,no value,53.4807593,-2.2426305,1.0
888,35914,Y needs X Ving,need,the,rim,doing,no value,52.48025291499675,-1.8912884354420616,1.0
889,35944,Y needs X Ving,deserved,the,win,embarrassing,no value,53.4807593,-2.2426305,1.0
890,35949,Y needs X Ving,wanted,the,blind,changing,no value,53.64579200000001,-1.7850351000000002,1.0
891,35980,Y needs X Ved,need,the,car,no value,done,57.477773,-4.224721,1.0
892,36076,Y needs X Ving,needs,the,ribbons,adding,no value,53.04304000000001,-2.9924939999999998,1.0
893,36094,Y needs X to be Ved,want,the,children,no value,disappointed,52.1444641679635,-2.065539075449509,1.0
894,36223,Y needs X Ved,want,the,heating,no value,turned,51.5073509,-0.12775830000000002,1.0
895,36227,Y needs X to be Ved,need,the,results,no value,updated,52.452420667810316,-1.7332605761566982,1.0
896,36312,Y needs X to be Ved,want,the,clock,no value,remembered,52.486243,-1.8904009999999998,1.0
897,36379,Y needs X Ved,deserve,the,world,no value,handed,50.720939669156465,-3.5148760726635135,1.0
898,36402,Y needs X Ved,want,the,images,no value,deleted,52.80534862306335,-1.17717767863467,1.0
899,36465,Y needs X Ving,needs,the,right,backing,no value,51.5073509,-0.12775830000000002,1.0
900,36465,Y needs X Ving,needs,the,right,backing,no value,51.5971434,-0.1979547,1.0
901,36471,Y needs X Ved,want,the,var,no value,scrapped,53.566292160690594,-1.642728070512544,1.0
902,36584,Y needs X Ved,want,the,uk,no value,broken,55.953252,-3.1882669999999997,1.0
903,36682,Y needs X Ving,want,the,ira,knocking,no value,53.40837140000001,-2.9915726,1.0
904,36704,Y needs X Ved,need,the,phd,no value,done,51.718495000000004,-1.968243,1.0
905,36704,Y needs X Ved,need,the,phd,no value,done,52.193636,-2.221575,1.0
906,36756,Y needs X Ved,want,the,books,no value,sent,51.481581,-3.17909,1.0
907,36762,Y needs X Ving,needs,the,shit,kicking,no value,53.99211999999999,-1.5418120000000002,1.0
908,36772,Y needs X Ving,want,the,people,looking,no value,51.48926268395567,-0.088160593963711,1.0
909,36793,Y needs X to be Ved,need,the,tories,no value,blamed,52.486243,-1.8904009999999998,1.0
910,36857,Y needs X Ving,want,the,occupants,burning,no value,53.426520999999994,-3.066215,1.0
911,36898,Y needs X Ved,want,the,nhs,no value,taken,52.00202167704885,-0.681479586524754,1.0
912,36952,Y needs X Ving,need,the,shelves,sorting,no value,52.22045018239496,0.5115784057048179,1.0
913,36997,Y needs X Ving,wanted,the,"goods""",starting,no value,57.6957996162451,-4.251615529800493,1.0
914,37016,Y needs X to be Ved,wanted,the,-(-3),no value,evaluated,52.772571,-1.2052126,1.0
915,37091,Y needs X Ving,want,the,customers,eating,no value,55.864237,-4.251806,1.0
