,userid,construction_type,verb,pronoun1,preposition,pronoun2,post,tag,latitude,longitude
0,5084049,it+pronominal_object,gave,us,,them,,,55.864237,-4.251806
1,691637,it+pronominal_object,sell,him,,you,usually,,51.3426285,-0.8262729
2,2633684,it+pronominal_object,feed,me,,you,git😂😍🐶,,51.42714368174664,-0.548096090820966
3,3589913,it+pronominal_object,gave,you,,them,caddy,,53.381724,-2.480044
4,2323383,it+pronominal_object,dm,you,,her,profile,,54.999424,-1.427406
5,3059599,it+pronominal_object,send,you,,her,info,,52.2545225,-2.2668382
6,4268533,it+pronominal_object,show,us,,ya,gnashers,,51.56058668517,0.210589904164524
7,3794928,it+pronominal_object,lend,you,,them,mate,,53.8416168,-0.4344106
8,4192048,it+pronominal_object,bring,him,to,you,@everton,prepositional_dative,52.193636,-2.221575
9,4521484,it+pronominal_object,send,me,,you,apple,,51.50360188051037,-0.138125701568217
10,4262425,it+pronominal_object,show,us,,ya,💪🏼,,51.5073509,-0.12775830000000002
11,4045321,it+pronominal_object,expose,me,,u,,,55.65916212906063,-4.442325039629543
12,5305495,it+pronominal_object,give,me,,them,a,,51.5073509,-0.12775830000000002
13,4516051,it+pronominal_object,expose,u,,me,u,,52.63687779999999,-1.1397592
14,4516051,it+pronominal_object,expose,u,,me,u,,52.63687779999999,-1.1397592
15,205690,it+pronominal_object,show,them,,you,love,,50.9280143,-0.4617075
16,205690,it+pronominal_object,show,them,,you,love,,50.9280143,-0.4617075
17,3333056,it+pronominal_object,got,me,,you,bastards,,51.993927,-4.975989
18,3998374,it+pronominal_object,show,me,,them,,,52.97320816672327,-1.3110915763016642
19,6315948,it+pronominal_object,give,me,,her,cold,,52.633584,-1.691032
20,6315948,it+pronominal_object,give,me,,her,cold,,52.576614,-1.543763
21,1108361,it+pronominal_object,pay,them,,you,shysters,,53.5450645,-2.6325074
22,2951347,it+pronominal_object,show,them,,you,how,,52.325628,1.680181
23,2951347,it+pronominal_object,show,them,,you,how,,52.325628,1.680181
24,582781,it+pronominal_object,send,you,,them,😁�,,55.42840464106842,-2.7720145520549884
25,1676104,it+pronominal_object,send,you,,them,,,55.755363,-4.6859769999999985
26,1233651,it+pronominal_object,give,them,to,me,me,prepositional_dative,51.5073509,-0.12775830000000002
27,2322045,it+pronominal_object,email,them,to,you,you,prepositional_dative,52.8792745,-2.0571868
28,3833827,it+pronominal_object,give,us,,them,or,,53.194262,-2.51967
29,5257378,it+pronominal_object,dm,you,,them,,,55.953252,-3.188267
30,280685,it+pronominal_object,getting,me,,them,1st,,52.486243,-1.890401
31,5048172,it+pronominal_object,send,them,to,us,what,prepositional_dative,51.454513,-2.58791
32,5949468,it+pronominal_object,give,us,,them,in,,55.819812132037534,-3.793685543015399
33,5613771,it+pronominal_object,giving,me,,them,cheesy,,53.456952157913115,-2.233479566883483
34,1879626,it+pronominal_object,show,you,,them,in,,52.22045018239496,0.5115784057048179
35,6200203,it+pronominal_object,lend,me,,ya,"block""",,51.5071733,-0.1486232
36,2411777,it+pronominal_object,message,you,,them,i,,50.9280143,-0.4617075
37,5367633,it+pronominal_object,get,me,to,them,french,prepositional_dative,53.4807593,-2.2426305
38,4650931,it+pronominal_object,send,them,to,me,me,prepositional_dative,54.755373,-6.607980499999999
39,3705622,it+pronominal_object,got,me,,you,,,52.657798677397444,0.156227410957212
40,2335306,it+pronominal_object,show,them,to,you,via,prepositional_dative,53.67654165960183,-1.6984555694841468
41,5720888,it+pronominal_object,showing,me,,her,uni,,52.48679879856201,-1.902587511265164
42,58940,it+pronominal_object,pass,you,to,him,him,prepositional_dative,51.481581,-3.17909
43,3172153,it+pronominal_object,show,them,,you,and,,55.18297800000001,-1.5659829
44,4920528,it+pronominal_object,give,me,,him,https://t,,51.6055748,-0.06816649999999999
45,1465064,it+pronominal_object,bring,them,to,me,💷😎,prepositional_dative,51.50029350482503,-0.196776159845074
46,1465064,it+pronominal_object,bring,them,to,me,💷😎,prepositional_dative,51.50029350482503,-0.196776159845074
47,5671342,it+pronominal_object,giving,him,,her,testimony,,55.94319513486961,-3.203008046263737
48,3276023,it+pronominal_object,tweet,me,,you,bookshop,,52.205337,0.121817
49,3015483,it+pronominal_object,give,us,,ya,,,53.916661,-3.035673
50,4953237,it+pronominal_object,give,me,,her,legs,,55.953252,-3.188267
51,1272121,it+pronominal_object,gift,me,,them,and,,51.8072204,-0.8127664000000001
52,885509,it+pronominal_object,send,you,,them,on,,51.64965460000001,-3.0317889
53,885509,it+pronominal_object,send,you,,them,on,,51.64965460000001,-3.0317889
54,5524314,it+pronominal_object,sent,you,,them,,,51.5073509,-0.12775830000000002
55,4696953,it+pronominal_object,show,them,,you,love,,53.867795,-1.912358
56,3225172,it+pronominal_object,show,us,,you,saturday,,51.5188746,-0.1498955
57,4606389,it+pronominal_object,given,me,,her,cold,,52.6308859,1.297355
58,5805728,it+pronominal_object,send,us,,you,thoughts,,53.4875235,-2.2901264
59,3313540,it+pronominal_object,get,u,,them,for,,53.40837140000001,-2.9915726
60,5030941,it+pronominal_object,holding,me,,ya,mums,,53.5176476640032,-1.1393595744452978
61,4488581,it+pronominal_object,send,them,to,you,first,prepositional_dative,53.2246219,-4.197995
62,6312348,it+pronominal_object,post,them,to,you,for,prepositional_dative,53.4807593,-2.2426305
63,1750539,it+pronominal_object,email,you,,them,tom,,52.4750743,-1.8298330000000005
64,5314697,it+pronominal_object,show,you,,me,favourite,,53.84118865042428,-3.032088559094829
65,4148093,it+pronominal_object,show,me,,you,teeeeff,,51.5073509,-0.12775830000000002
66,4215127,it+pronominal_object,lend,them,,ya,,,53.44685260000001,-2.7258878
67,6604106,it+pronominal_object,post,them,to,me,instead,prepositional_dative,53.2810955,-6.4345836
68,441968,it+pronominal_object,give,you,,her,shades,,52.259319700000006,-7.110070200000001
69,5471436,it+pronominal_object,compare,me,to,you,plz,prepositional_dative,51.34679566823346,-2.9451290734272404
70,6508597,it+pronominal_object,show,us,,ya,fist,,53.4807593,-2.2426305
71,197720,it+pronominal_object,send,you,,them,on,,51.300173,-0.49327
72,4358970,it+pronominal_object,given,me,,her,cold,,53.230688,-0.540579
73,1826575,it+pronominal_object,getting,me,,them,quick,,52.62626317016146,-1.130669579608375
74,3801482,it+pronominal_object,show,me,,them,squad,,52.9225301,-1.4746186
75,1793976,it+pronominal_object,show,me,,ya,macarena,,51.5742447,0.4856781
76,3314364,it+pronominal_object,shows,us,,her,favourite,,54.175135127201536,-6.3441675351115405
77,3314364,it+pronominal_object,shows,us,,her,favourite,,54.175135127201536,-6.3441675351115405
78,2115376,it+pronominal_object,show,me,,u,,,52.49396616659272,-1.890640074770749
79,4702970,it+pronominal_object,bring,them,to,us,@heskeththomas,prepositional_dative,53.4807593,-2.2426305
80,2288811,it+pronominal_object,give,him,to,ya,on,prepositional_dative,53.27066800000001,-9.0567905
81,880250,it+pronominal_object,got,him,,you,scouse,,53.4807593,-2.2426305
82,6306475,it+pronominal_object,give,me,,ya,fags,,51.8985143,-8.4756035
83,269359,it+pronominal_object,send,us,,ya,numbers,,53.64579200000001,-1.7850351000000002
84,1459434,it+pronominal_object,dm,me,,ya,,,51.35893068481797,-0.092632594680242
85,5477992,it+pronominal_object,tweet,us,,you,pregnancy,,53.5768647,-2.4282192000000005
86,1621748,it+pronominal_object,dm,us,,you,a,,51.5073509,-0.12775830000000002
87,1144679,it+pronominal_object,give,us,,them,sausages,,51.454513,-2.58791
88,1144679,it+pronominal_object,give,us,,them,sausages,,51.454513,-2.58791
89,2980264,it+pronominal_object,showing,us,,her,curves,,51.328783,-0.4108560000000001
90,2980264,it+pronominal_object,showing,us,,her,curves,,51.328783,-0.4108560000000001
91,649564,it+pronominal_object,show,me,,them,sparkles,,55.934161,-3.467681
92,649564,it+pronominal_object,show,me,,them,sparkles,,55.934161,-3.467681
93,5638138,it+pronominal_object,give,you,,me,number,,53.062501665997104,-1.3303895756513808
94,5002960,it+pronominal_object,give,me,,her,&amp;,,52.9155296661778,-1.470778075459931
95,2890271,it+pronominal_object,give,me,,them,https://t,,51.481581,-3.17909
96,491748,it+pronominal_object,give,you,,ya,tips,,54.868948,-1.698841
97,3919293,it+pronominal_object,get,you,,me,😂😂😂😂😂😂😂,,54.89370079999999,-2.9340058
98,3779675,it+pronominal_object,give,us,,you,,,51.5073509,-0.12775830000000002
99,3779675,it+pronominal_object,give,us,,you,live,,51.5073509,-0.12775830000000002
100,5843807,it+pronominal_object,show,us,,ya,dube,,51.42097068944106,0.7993768988208979
101,3501005,it+pronominal_object,sell,them,to,you,cheap,prepositional_dative,54.97825200000001,-1.61778
102,3501005,it+pronominal_object,sell,them,to,you,cheap,prepositional_dative,55.04638900000001,-1.4512989
103,1995501,it+pronominal_object,give,you,,them,in,,53.389991,-3.023009
104,1214279,it+pronominal_object,bring,him,to,me,https://t,prepositional_dative,53.54896,-2.525881
105,5570386,it+pronominal_object,pass,me,,us,justice,,53.64579200000001,-1.7850351000000002
106,5827770,it+pronominal_object,send,us,,you,poems,,54.97825200000001,-1.61778
107,5827770,it+pronominal_object,send,us,,you,poems,,54.97825200000001,-1.61778
108,1615502,it+pronominal_object,send,me,,ya,,,50.72835417839274,-1.952279084173946
109,2812855,it+pronominal_object,give,us,,me,hat,,51.5742447,0.4856781
110,3709994,it+pronominal_object,show,her,,you,love,,53.25917997942781,-2.506656658876172
111,3584532,it+pronominal_object,show,them,,you,night,,55.94319513486961,-3.203008046263737
112,3584532,it+pronominal_object,show,them,,you,night,,55.94319513486961,-3.203008046263737
113,3019106,it+pronominal_object,lead,me,to,you,you,prepositional_dative,53.394966534701716,-2.2370676912006533
114,555642,it+pronominal_object,give,her,,them,,,55.868285627865326,-4.4024880387608425
115,1230615,it+pronominal_object,introducing,me,to,her,fave,prepositional_dative,53.381129,-1.470085
116,883233,it+pronominal_object,pay,them,,you,fucking,,53.7676236,-0.3274198
117,437453,it+pronominal_object,show,me,,her,bank,,53.4807593,-2.2426305
118,1169096,it+pronominal_object,send,me,,them,photos,,53.193392,-2.893075
119,1169096,it+pronominal_object,send,me,,them,photos,,53.193392,-2.893075
120,5975580,it+pronominal_object,send,me,,them,,,53.40837140000001,-2.9915726
121,5719330,it+pronominal_object,send,us,,you,#worldbookday,,52.205337,0.121817
122,935527,it+pronominal_object,gave,me,,her,number,,53.456952157913115,-2.233479566883483
123,2305552,it+pronominal_object,send,them,to,me,me,prepositional_dative,52.93140365038967,-4.065384556854728
124,3193347,it+pronominal_object,give,them,to,me,me,prepositional_dative,51.5073509,-0.12775830000000002
125,6383015,it+pronominal_object,teach,u,,them,,,53.4807593,-2.2426305
126,4558060,it+pronominal_object,send,me,,her,address,,52.955337162842476,-1.987074571475517
127,5497756,it+pronominal_object,tweet,me,,you,lonely,,50.40221466757534,-4.142929569798644
128,6045765,it+pronominal_object,gave,me,,her,ring,,53.4807593,-2.2426305
129,1248866,it+pronominal_object,dm,me,,you,,,51.48926268395567,-0.088160593963711
130,5405809,it+pronominal_object,show,us,,you,geriatric,,53.40837140000001,-2.9915726
131,5405809,it+pronominal_object,show,us,,you,geriatric,,53.40837140000001,-2.9915726
132,3429721,it+pronominal_object,give,me,,her,outfit,,51.5073509,-0.12775830000000002
133,1217440,it+pronominal_object,pay,me,,you,scummy,,51.630025190454475,-0.099201476996112
134,1486408,it+pronominal_object,gave,me,,her,phone,,51.5073509,-0.12775830000000002
135,4293556,it+pronominal_object,show,us,,them,,,50.8832546723609,-2.7920795770819904
136,56210,it+pronominal_object,show,me,,you,follow,,51.396201035439866,-0.9833636602232758
137,1765289,it+pronominal_object,give,you,,her,number,,53.20949260653453,-2.9375375417219867
138,6538484,it+pronominal_object,introduce,him,to,you,all,prepositional_dative,51.5073509,-0.12775830000000002
139,850691,it+pronominal_object,offering,me,,her,eye,,52.95478320000001,-1.1581086
140,850691,it+pronominal_object,offering,me,,her,eye,,52.63687779999999,-1.1397592
141,5834900,it+pronominal_object,give,us,,them,�,,55.898835133176185,-3.524390044365724
142,4900846,it+pronominal_object,show,them,,ya,,,53.8108176,-1.7626099999999998
143,2112639,it+pronominal_object,pass,me,,them,calms,,53.683298,-1.505924
144,2112068,it+pronominal_object,show,me,,them,itty-bitty,,53.52282,-1.128462
145,1477018,it+pronominal_object,send,them,,me,,,52.68160200000001,-1.831672
146,4501402,it+pronominal_object,message,you,,them,,,51.5073509,-0.12775830000000002
147,2719320,it+pronominal_object,give,me,,them,all,,51.5073509,-0.12775830000000002
148,305642,it+pronominal_object,gives,us,,her,thoughts,,51.5742447,0.4856781
149,305642,it+pronominal_object,gives,us,,her,thoughts,,51.5742447,0.4856781
150,4281544,it+pronominal_object,gave,me,,them,on,,53.83015500000001,-1.949237
151,1272392,it+pronominal_object,emailed,them,to,you,bank,prepositional_dative,51.544821184222144,0.024996405492847
152,1272392,it+pronominal_object,emailed,them,to,you,bank,prepositional_dative,51.544821184222144,0.024996405492847
153,5642949,it+pronominal_object,show,me,,them,boro,,50.840331688135606,-0.130355597369922
154,5642949,it+pronominal_object,show,me,,them,boro,,50.840331688135606,-0.130355597369922
155,1359932,it+pronominal_object,dm,us,,her,details,,53.34980529999999,-6.260309700000001
156,5561088,it+pronominal_object,shows,us,,her,stunning,,51.565195182438536,-0.26314009219365603
157,2126749,it+pronominal_object,given,them,to,me,"""as",prepositional_dative,52.4750743,-1.8298330000000005
158,3070226,it+pronominal_object,drive,him,to,you,you,prepositional_dative,51.64965460000001,-3.0317889
159,1939419,it+pronominal_object,leave,him,to,you,you,prepositional_dative,55.953252,-3.188267
160,5992007,it+pronominal_object,gives,us,,her,top,,51.5073509,-0.12775830000000002
161,4691010,it+pronominal_object,send,them,to,me,me,prepositional_dative,51.315994,0.889358
162,4676115,it+pronominal_object,dm,you,,her,email,,51.5073509,-0.12775830000000002
163,1591161,it+pronominal_object,giving,me,,them,friday,,53.452889,-2.63508
164,6220479,it+pronominal_object,brought,me,to,her,old,prepositional_dative,51.50191519459421,-0.16440716179336998
165,3677277,it+pronominal_object,bring,him,to,me,me,prepositional_dative,51.5073509,-0.12775830000000002
166,739723,it+pronominal_object,show,me,,her,qualities,,51.5073509,-0.12775830000000002
167,3439798,it+pronominal_object,show,us,,ya,canz,,51.5073509,-0.12775830000000002
168,972994,it+pronominal_object,posting,them,to,you,you,prepositional_dative,51.33058668826342,0.481164900751489
169,5153344,it+pronominal_object,dm,u,,her,,,55.864237,-4.251806
170,4513485,it+pronominal_object,teach,me,,her,ways,,53.3992716,-6.3745653
171,1970819,it+pronominal_object,sell,her,to,you,cohen,prepositional_dative,53.4807593,-2.2426305
172,1970819,it+pronominal_object,sell,her,to,you,cohen,prepositional_dative,53.4433284,-1.948907
173,3447854,it+pronominal_object,send,us,,them,@camelthornbeer,,54.9954730344485,-2.0262969204199384
174,2348678,it+pronominal_object,teach,you,,ya,diving,,51.825366,-3.019423
175,778758,it+pronominal_object,dm,them,to,you,you,prepositional_dative,52.9225301,-1.4746186
176,6092903,it+pronominal_object,give,them,to,me,me,prepositional_dative,53.8007554,-1.5490774
177,6092903,it+pronominal_object,give,them,to,me,me,prepositional_dative,53.8007554,-1.5490774
178,6549645,it+pronominal_object,give,me,,them,pink,,51.7520209,-1.2577263
179,4718643,it+pronominal_object,introduced,me,to,them,and,prepositional_dative,51.5073509,-0.12775830000000002
180,4718643,it+pronominal_object,introduced,me,to,them,and,prepositional_dative,51.5073509,-0.12775830000000002
181,4704740,it+pronominal_object,message,you,,them,,,51.568633661724434,-3.766815566285826
182,3611293,it+pronominal_object,give,me,,them,as,,53.40837140000001,-2.9915726
183,2032475,it+pronominal_object,dm,me,,her,number,,51.328811188054324,0.4419644010432679
184,3101529,it+pronominal_object,show,us,,ya,front,,53.381129,-1.470085
185,2730796,it+pronominal_object,give,her,,me,last,,53.40837140000001,-2.9915726
186,2730796,it+pronominal_object,give,her,,me,last,,53.40837140000001,-2.9915726
187,3726010,it+pronominal_object,message,u,,ya,,,52.4750743,-1.8298330000000005
188,6404661,it+pronominal_object,show,me,,them,pearly-whites,,55.864237,-4.251806
189,5613601,it+pronominal_object,give,me,,them,eyes,,51.5742447,0.4856781
190,1975275,it+pronominal_object,bringing,you,,them,#flames,,51.454513,-2.58791
191,2304504,it+pronominal_object,give,them,,me,,,53.8007554,-1.5490774
192,3045896,it+pronominal_object,shows,me,,her,personality,,51.578829,-3.218134
193,5679790,it+pronominal_object,send,her,to,us,to,prepositional_dative,54.90686899999999,-1.383801
194,2438985,it+pronominal_object,show,you,,ya,little,,53.52282,-1.128462
195,432862,it+pronominal_object,announce,him,,you,pricks,,51.105097,-2.9262307
196,2762789,it+pronominal_object,show,him,,you,steelers,,53.4974556632792,-1.285561573495258
197,3437956,it+pronominal_object,send,you,,them,now,,53.381129,-1.470085
198,2625688,it+pronominal_object,give,her,,me,,,52.45689100000001,-2.148731
199,2527362,it+pronominal_object,show,me,,them,goals,,51.61842171618786,0.259383318480774
200,6391255,it+pronominal_object,get,me,to,them,races,prepositional_dative,52.91263112637386,-3.451710601110755
201,4934799,it+pronominal_object,compare,me,to,them,them,prepositional_dative,52.37087800000001,-1.265032
202,1377808,it+pronominal_object,give,me,,them,apl,,53.230688,-0.540579
203,1377808,it+pronominal_object,give,me,,them,apl,,52.0406224,-0.7594171
204,4827113,it+pronominal_object,show,us,,ya,war,,53.4807593,-2.2426305
205,2115624,it+pronominal_object,show,me,,you,colours,,52.62210916693798,-1.68339757556502
206,5952979,it+pronominal_object,get,you,,them,,,53.7676236,-0.3274198
207,2086118,it+pronominal_object,compare,you,to,me,we,prepositional_dative,51.50429965861608,-0.146190766558708
208,1860343,it+pronominal_object,teach,you,,them,very,,53.40837140000001,-2.9915726
209,1860343,it+pronominal_object,teach,you,,them,very,,53.40837140000001,-2.9915726
210,4244093,it+pronominal_object,send,me,,them,vocals,,51.522629778442756,-0.16261301945743
211,2270301,it+pronominal_object,give,him,to,me,for,prepositional_dative,51.5105384,-0.5950406
212,1985516,it+pronominal_object,showing,me,,her,lovely,,52.486243,-1.890401
213,3198807,it+pronominal_object,bring,them,to,us,tomorrow,prepositional_dative,50.83761,-0.774936
214,3198807,it+pronominal_object,bring,them,to,us,tomorrow,prepositional_dative,50.83761,-0.774936
215,2963920,it+pronominal_object,message,me,,you,availability,,52.95478320000001,-1.1581086
216,2963920,it+pronominal_object,message,me,,you,availability,,52.6308859,1.297355
217,3354326,it+pronominal_object,show,us,,you,weird,,51.5557739,-1.7797176
218,6042036,it+pronominal_object,show,me,,you,,,53.4807593,-2.2426305
219,4738786,it+pronominal_object,show,us,,ya,wheels,,53.39330860000001,-2.1266343
220,4738786,it+pronominal_object,show,us,,ya,wheels,,53.39330860000001,-2.1266343
221,3430612,it+pronominal_object,send,him,to,us,us,prepositional_dative,55.67262629999999,-3.9252605
222,3430612,it+pronominal_object,send,him,to,us,us,prepositional_dative,55.67262629999999,-3.9252605
223,6515057,it+pronominal_object,give,me,,her,jimmy,,52.4922983,-0.6842333
224,5228310,it+pronominal_object,show,us,,ya,chuff,,52.486243,-1.890401
225,5228310,it+pronominal_object,give,us,,ya,fuckin,,52.486243,-1.890401
226,1765290,it+pronominal_object,give,me,,you,opinions,,50.8197675,-1.0879769
227,3934603,it+pronominal_object,get,me,,her,surgeon,,51.5187516,-0.0814374
228,5806644,it+pronominal_object,give,him,to,me,😩,prepositional_dative,53.81750529999999,-3.0356748
229,588008,it+pronominal_object,mention,you,to,her,and,prepositional_dative,51.280296,-0.0816159
230,1523722,it+pronominal_object,showing,me,,you,and,,52.90355200000001,-2.483485
231,5379425,it+pronominal_object,lend,them,to,you,in,prepositional_dative,50.9097004,-1.4043508999999998
232,4780036,it+pronominal_object,return,them,to,me,by,prepositional_dative,52.194917666745965,-2.211869574098128
233,105045,it+pronominal_object,send,you,,them,through,,52.9719816741921,-0.029633585812228
234,483557,it+pronominal_object,show,him,to,you,and,prepositional_dative,57.149717,-2.094278
235,582248,it+pronominal_object,send,them,to,you,on,prepositional_dative,50.86655568142131,-1.269527088538046
236,3080510,it+pronominal_object,show,her,,you,ain,,51.767787,0.087806
237,6057613,it+pronominal_object,tweet,me,,you,play,,51.37574468287842,-0.412021592148577
238,445429,it+pronominal_object,post,them,to,us,or,prepositional_dative,50.7155591,-3.530875
239,2691071,it+pronominal_object,teach,us,,me,for,,55.953252,-3.188267
240,6106583,it+pronominal_object,give,me,,them,now,,53.50451231764714,-0.882165622306391
241,5083309,it+pronominal_object,leave,us,,u,have,,50.967182,-1.374688
242,5073366,it+pronominal_object,pass,them,to,you,there,prepositional_dative,51.51301568349625,-0.140319593429045
243,346097,it+pronominal_object,send,them,,me,,,51.481581,-3.17909
244,2964705,it+pronominal_object,send,them,,you,,,53.4807593,-2.2426305
245,5049688,it+pronominal_object,show,you,,them,all,,54.97825200000001,-1.61778
246,3027704,it+pronominal_object,send,you,,them,,,50.99750666473128,-3.927118568193401
247,4024183,it+pronominal_object,give,me,,ya,back,,51.481581,-3.17909
248,4024183,it+pronominal_object,give,me,,ya,back,,51.454513,-2.58791
249,2204493,it+pronominal_object,brings,us,,her,final,,51.0576948,-1.3080629
250,956066,it+pronominal_object,bring,me,,them,all,,56.46201800000001,-2.970721
251,4943225,it+pronominal_object,shows,us,,her,true,,54.597285,-5.93012
252,1992313,it+pronominal_object,show,them,,you,love,,55.858302128951905,-4.241751039861819
253,2866795,it+pronominal_object,show,me,,you,a,,53.801955659532176,-1.565489569728704
254,4813723,it+pronominal_object,showing,me,,her,phone,,53.15478417193447,-0.205117583435447
255,3055456,it+pronominal_object,sell,him,to,us,us,prepositional_dative,52.406822,-1.519693
256,3081084,it+pronominal_object,bring,them,to,me,me,prepositional_dative,53.794216155403994,-2.264324564769455
257,638803,it+pronominal_object,sent,u,,them,too,,51.5073509,-0.12775830000000002
258,809899,it+pronominal_object,show,us,,you,#maddenultimateleague,,53.801955659532176,-1.565489569728704
259,6082360,it+pronominal_object,show,them,,you,really,,56.1168249,-3.158137
260,6082360,it+pronominal_object,show,them,,you,really,,56.1168249,-3.158137
261,2617066,it+pronominal_object,paying,them,,you,know,,51.4700223,-0.4542955
262,30305,it+pronominal_object,give,us,,you,email,,54.90190915223242,-1.525529063722604
263,417216,it+pronominal_object,give,you,,them,,,52.95478320000001,-1.1581086
264,2310740,it+pronominal_object,send,them,to,me,�,prepositional_dative,53.230688,-0.540579
265,1652013,it+pronominal_object,give,you,,them,but,,53.64579200000001,-1.7850351000000002
266,2365846,it+pronominal_object,show,them,,you,love,,52.551716000000006,0.088622
267,2324350,it+pronominal_object,emailed,you,,her,email,,51.406025,0.013156
268,3559432,it+pronominal_object,give,her,to,me,me,prepositional_dative,51.2787075,0.5217254
269,1846750,it+pronominal_object,send,you,,them,,,51.49634509468864,-0.350396526737135
270,1647439,it+pronominal_object,give,me,,him,ror,,52.49441257889524,-1.515522834952201
271,1265237,it+pronominal_object,bring,him,to,me,i,prepositional_dative,51.5742447,0.4856781
272,5992087,it+pronominal_object,give,them,,you,,,51.5073509,-0.12775830000000002
273,5870241,it+pronominal_object,show,her,,you,appreciate,,52.994295,-7.3323006999999985
274,639439,it+pronominal_object,show,us,,ya,money,,51.481581,-3.17909
275,248641,it+pronominal_object,lend,them,,you,in,,53.44720665498678,-2.729829563404965
276,909416,it+pronominal_object,give,her,to,me,https://t,prepositional_dative,53.35490213361106,-6.247621039910087
277,6009413,it+pronominal_object,introduced,you,to,him,him,prepositional_dative,53.801955659532176,-1.565489569728704
278,3268382,it+pronominal_object,offer,you,,her,deep,,51.5073509,-0.12775830000000002
279,1752900,it+pronominal_object,show,them,,you,mean,,51.5073509,-0.12775830000000002
280,1752900,it+pronominal_object,show,them,,you,mean,,51.5073509,-0.12775830000000002
281,5114684,it+pronominal_object,send,us,,you,email,,52.5694985,-0.2405299
282,946754,it+pronominal_object,teach,me,to,us,a,prepositional_dative,52.7073029,-2.7553268
283,946754,it+pronominal_object,teach,me,to,us,a,prepositional_dative,53.763201,-2.70309
284,946754,it+pronominal_object,teach,me,to,us,a,prepositional_dative,51.64965460000001,-3.0317889
285,3923822,it+pronominal_object,show,us,,you,love,,51.45410668459496,-0.017989594702288003
286,4247123,it+pronominal_object,send,them,to,me,in,prepositional_dative,52.259319700000006,-7.110070200000001
287,6229186,it+pronominal_object,send,them,to,you,one,prepositional_dative,52.79679067070354,-0.83805508079878
288,3072497,it+pronominal_object,bring,me,,them,all,,53.30237866348683,-1.4767625732167788
289,2707915,it+pronominal_object,transfer,them,to,me,pls,prepositional_dative,52.95478320000001,-1.1581086
290,3552557,it+pronominal_object,leave,me,,you,foul,,51.454513,-2.58791
291,6338367,it+pronominal_object,show,them,,you,love,,51.31901116909861,-2.832808574399712
292,1108582,it+pronominal_object,bring,us,to,you,you,prepositional_dative,51.5073509,-0.12775830000000002
293,4847535,it+pronominal_object,compare,me,to,them,them,prepositional_dative,53.41987815404958,-2.915426562244173
294,2891326,it+pronominal_object,tweet,us,,you,good,,53.74084883748706,-0.266268229702529
295,2032504,it+pronominal_object,send,me,,her,number,,51.5073509,-0.12775830000000002
296,2032504,it+pronominal_object,send,me,,her,number,,51.4703237,-0.0673872
297,1958530,it+pronominal_object,dm,me,,you,stupid,,51.5073509,-0.12775830000000002
298,6582632,it+pronominal_object,showing,me,,her,top,,51.37403718068565,-0.795451089250606
299,966541,it+pronominal_object,give,them,to,you,guys,prepositional_dative,51.361047,1.024256
300,678728,it+pronominal_object,send,them,to,me,you,prepositional_dative,53.584184155823486,-2.434952064733921
301,3211923,it+pronominal_object,show,me,,her,tits,,53.258663,-2.119287
302,5500140,it+pronominal_object,tweet,me,,you,never,,51.53706068160327,-0.442360590993892
303,5636573,it+pronominal_object,send,them,to,us,this,prepositional_dative,52.4750743,-1.8298330000000005
304,4188456,it+pronominal_object,send,them,to,me,me,prepositional_dative,51.1464659,0.8750190000000001
305,1102110,it+pronominal_object,gave,us,,her,recommendation,,51.5073509,-0.12775830000000002
306,4168750,it+pronominal_object,send,us,,ya,thoughts,,52.49396616659272,-1.890640074770749
307,5191362,it+pronominal_object,show,me,,them,i,,51.5073509,-0.12775830000000002
308,5984643,it+pronominal_object,get,me,to,her,whp,prepositional_dative,51.05977100000001,-1.310142
309,3571549,it+pronominal_object,send,them,to,you,you,prepositional_dative,53.235048,-1.421629
310,4258160,it+pronominal_object,show,us,,ya,tits,,52.9225301,-1.4746186
311,3922973,it+pronominal_object,give,them,to,you,willy,prepositional_dative,57.73945361627269,-4.20044052988233
312,3514171,it+pronominal_object,show,her,,you,love,,51.05977100000001,-1.310142
313,3514171,it+pronominal_object,show,her,,you,love,,51.05977100000001,-1.310142
314,3514171,it+pronominal_object,show,her,,you,love,,51.05977100000001,-1.310142
315,5631423,it+pronominal_object,get,them,to,you,by,prepositional_dative,50.782998,-0.673061
316,3531983,it+pronominal_object,show,me,,ya,,,53.763201,-2.70309
317,4157032,it+pronominal_object,get,me,to,them,fucking,prepositional_dative,53.04304000000001,-2.992494
318,714975,it+pronominal_object,send,me,,them,russian,,52.19173,-1.708298
319,3237479,it+pronominal_object,send,them,,you,,,51.5073509,-0.12775830000000002
320,6311314,it+pronominal_object,given,me,,her,cold,,54.53577765457034,-1.5538280656204149
321,98528,it+pronominal_object,give,me,,them,cheeks,,51.5073509,-0.12775830000000002
322,6161317,it+pronominal_object,give,him,,them,as,,53.381129,-1.470085
323,5084551,it+pronominal_object,get,me,,them,wammmm,,52.6775873,-2.4672611
324,4220900,it+pronominal_object,send,them,to,me,so,prepositional_dative,53.01671645122722,-7.56738080768898
325,4959436,it+pronominal_object,give,me,,them,now,,51.80043568886825,1.1554313982913798
326,1545739,it+pronominal_object,show,us,,ya,,,53.5450645,-2.6325074
327,2584944,it+pronominal_object,send,them,to,me,and,prepositional_dative,52.9225301,-1.4746186
