index,userid,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude
1363,643226,39186,Y needs X Ved,needed,the,shed,,cleared,50.873872,0.00878
1364,643226,39186,Y needs X Ved,needed,the,shed,,cleared,50.873872,0.00878
1365,2833853,756,Y needs X Ved,need,the,physical,,printed,51.35882897167825,-0.025099977932253995
1366,3241239,74029,Y needs X Ving,want,the,english,knocking,,51.015344,-3.106849
1367,3241239,74165,Y needs X Ving,want,the,english,knocking,,51.015344,-3.106849
1368,1027376,98621,Y needs X Ving,want,the,paps,seeing,,53.45599815733223,-2.3312300661903067
1369,4705985,55279,Y needs X Ving,need,the,gutters,doing,,50.84780469142617,0.460998898109147
1370,198158,39367,Y needs X to be Ved,want,the,combine,,moved,55.864237,-4.251806
1371,703824,76014,Y needs X Ved,want,the,deal,,announced,52.49396616659272,-1.890640074770749
1372,6507501,11017,Y needs X Ving,want,the,organist,playing,,56.12042962997166,-3.792553541373505
1373,3494228,83596,Y needs X Ving,want,the,mandem,following,,51.5073509,-0.12775830000000002
1374,5415905,88787,Y needs X Ved,want,the,manager,,given,53.557378,-0.029435000000000006
1375,2232405,19664,Y needs X Ving,need,the,franchise,taking,,53.890822654188135,-2.3556235635789893
1376,5950636,74817,Y needs X Ving,want,the,state,deciding,,51.35893068481797,-0.092632594680242
1377,6401787,56425,Y needs X Ving,deserves,the,teams,backing,,51.595832681806144,-0.337062091455874
1378,3049533,76545,Y needs X Ving,need,the,evil,looking,,53.55263000000001,-1.479726
1379,6017599,65320,Y needs X Ving,needs,the,bridge,knocking,,53.95996510000001,-1.0872979
1380,2059797,69618,Y needs X Ved,want,the,question,,asked,52.68433866570557,-1.8192450742210984
1381,2116402,438,Y needs X Ving,deserve,the,fans,turning,,51.48926268395567,-0.088160593963711
1382,6201003,31591,Y needs X Ved,need,the,bottle,,filled,51.895927,0.891874
1383,5841827,57654,Y needs X to be Ved,want,the,uk,,dragged,52.940232,-0.802883
1384,5841827,58367,Y needs X to be Ved,want,the,uk,,closed,52.940232,-0.802883
1385,2143909,48163,Y needs X to be Ved,want,the,money,,stopped,56.034908,-3.35056
1386,2764538,10673,Y needs X Ved,need,the,volume,,turned,51.5557739,-1.7797176
1387,4833071,20829,Y needs X Ving,want,the,free,tanning,,54.5082725,-6.7669352
1388,2911459,18465,Y needs X Ved,need,the,same,,done,54.3502798,-6.652792
1389,5926503,96318,Y needs X Ved,want,the,lion,,killed,53.40837140000001,-2.9915726
1390,5053648,33021,Y needs X Ving,need,the,obvious,pointing,,53.00266800000001,-2.179404
1391,5053648,33756,Y needs X to be Ved,want,the,game,,delayed,53.00266800000001,-2.179404
1392,1275800,81918,Y needs X Ving,want,the,uk,driving,,51.5073509,-0.12775830000000002
1393,6461054,32155,Y needs X Ving,deserves,the,fairytale,ending,,53.381129,-1.470085
1394,4321061,80094,Y needs X Ving,want,the,blues,signing,,51.600774,-3.342314
1395,4665433,112811,Y needs X to be Ved,deserves,the,same,,done,50.3754565,-4.1426565
1396,1640499,17440,Y needs X Ved,want,the,bangers,,played,51.49700116578065,-3.179799570901813
1397,1640499,17310,Y needs X Ved,want,the,bangers,,played,51.49700116578065,-3.179799570901813
1398,3212676,96448,Y needs X Ving,deserve,the,prem,playing,,51.5742447,0.4856781
1399,2036721,40946,Y needs X Ving,want,the,trust,taking,,53.40837140000001,-2.9915726
1400,1421264,10898,Y needs X Ved,wants,the,music,,turned,51.457876669614194,-2.585389575449031
1401,1558176,25435,Y needs X Ving,need,the,happy,ending,,51.36433768824517,0.518546400659421
1402,6179127,88589,Y needs X Ving,needed,the,floor,replacing,,53.683503,-1.844929
1403,2662473,64490,Y needs X Ving,need,the,cap,lifting,,52.44456511494545,-1.5069565834954382
1404,811962,50847,Y needs X Ving,need,the,new,training,,54.52361,-1.559458
1405,3698077,24130,Y needs X Ved,want,the,vulnerable,,helped,51.39431968525401,0.026299404614119
1406,3126098,32660,Y needs X Ved,need,the,work,,done,54.597285,-5.93012
1407,3006222,61176,Y needs X Ving,need,the,online,training,,52.188902,0.997712
1408,6029804,26823,Y needs X to be Ved,want,the,events,,organised,51.524835183228426,-0.17311459311106198
1409,3361649,94,Y needs X Ving,need,the,button,replacing,,51.1464659,0.8750190000000001
1410,9593,7020,Y needs X Ving,need,the,kehrer,booking,,52.2545225,-2.2668382
1411,813813,88009,Y needs X to be Ved,want,the,chance,,mentored,53.475303157088796,-2.349566065951336
1412,813813,88059,Y needs X to be Ved,want,the,chance,,mentored,53.475303157088796,-2.349566065951336
1413,4937992,51531,Y needs X Ved,want,the,phone,,turned,53.34331261465831,-9.10650402195976
1414,2282405,60912,Y needs X to be Ved,wanted,the,resistance,,called,53.34980529999999,-6.260309700000001
1415,4810368,47355,Y needs X to be Ved,needs,the,assignment,,printed,52.205337,0.121817
1416,859312,2002,Y needs X Ving,needs,the,full,backing,,51.57300817355336,-1.78568908070863
1417,6118650,45635,Y needs X Ving,needs,the,same,doing,,53.29544014772623,-4.085775054755616
1418,2114550,77943,Y needs X to be Ved,want,the,show,,axed,52.586214,-1.982919
1419,1593330,45596,Y needs X Ved,need,the,ending,,explained,53.4875235,-2.2901264
1420,2834618,76395,Y needs X Ving,wanted,the,happy,ending,,52.0627394,-0.5292091
1421,1134889,80924,Y needs X to be Ved,need,the,parcel,,delivered,51.56058668517,0.210589904164524
1422,565792,7952,Y needs X Ving,deserves,the,good,kicking,,52.486243,-1.890401
1423,2613035,14989,Y needs X Ving,need,the,branches,blocking,,51.23073267278552,-2.315851078686381
1424,3398359,20325,Y needs X to be Ved,wanted,the,matches,,played,51.5073509,-0.12775830000000002
1425,1376717,15378,Y needs X Ving,want,the,patriots,facing,,52.49396616659272,-1.890640074770749
1426,5318327,75537,Y needs X Ving,need,the,time,fixing,,51.7237036808364,-0.354021590592532
1427,822788,74106,Y needs X Ved,need,the,man,,created,51.51448018375678,-0.092910093782144
1428,707841,27964,Y needs X Ved,want,the,price,,attached,52.205337,0.121817
1429,2766611,34096,Y needs X Ving,needs,the,same,doing,,53.64579200000001,-1.7850351000000002
1430,1162370,91258,Y needs X Ved,want,the,hassle,,taken,51.015344,-3.106849
1431,5865884,61289,Y needs X to be Ved,deserve,the,right,,forgotten,53.34980529999999,-6.260309700000001
1432,3228466,69295,Y needs X Ved,wants,the,uk,,tied,51.481581,-3.17909
1433,3700005,67515,Y needs X Ving,deserves,the,biggest,beating,,54.97825200000001,-1.61778
1434,3700005,67493,Y needs X Ving,deserves,the,biggest,beating,,54.97825200000001,-1.61778
1435,2499509,88889,Y needs X to be Ved,want,the,estates,,saved,51.5073509,-0.12775830000000002
1436,660231,45968,Y needs X to be Ved,needed,the,parcel,,delivered,51.5073509,-0.12775830000000002
1437,4904592,1535,Y needs X to be Ved,need,the,public,,confused,53.34980529999999,-6.260309700000001
1438,6470560,22124,Y needs X Ving,needs,the,whip,removing,,53.795984,-1.759398
1439,336086,76961,Y needs X to be Ved,want,the,vote,,respected,51.38544518372361,-0.252753593305613
1440,4900954,17165,Y needs X Ved,need,the,locks,,repaired,53.7676236,-0.3274198
1441,4900954,17160,Y needs X Ved,need,the,locks,,repaired,53.7676236,-0.3274198
1442,4900954,17157,Y needs X Ved,need,the,locks,,repaired,53.7676236,-0.3274198
1443,1869614,36857,Y needs X Ving,want,the,occupants,burning,,53.426521,-3.066215
1444,1869614,48217,Y needs X Ved,wants,the,party,,destroyed,53.426521,-3.066215
1445,5366811,23552,Y needs X to be Ved,want,the,chance,,entered,52.1872472,0.9707801
1446,1026894,20252,Y needs X to be Ved,need,the,chance,,disappointed,54.90686899999999,-1.383801
1447,4986642,12545,Y needs X Ving,wants,the,arse,kicking,,53.44685260000001,-2.7258878
1448,6112861,35793,Y needs X Ving,need,the,rim,doing,,52.48025291499675,-1.8912884354420616
1449,6112861,35914,Y needs X Ving,need,the,rim,doing,,52.48025291499675,-1.8912884354420616
1450,2751395,23320,Y needs X to be Ved,want,the,emphasis,,changed,52.205337,0.121817
1451,2751395,23320,Y needs X to be Ved,want,the,emphasis,,changed,51.2787075,0.5217254
1452,5387854,16786,Y needs X Ving,need,the,problem,resolving,,53.5768647,-2.4282192000000005
1453,3813743,57788,Y needs X Ved,wanted,the,boiler,,replaced,52.486243,-1.890401
1454,5863004,20659,Y needs X to be Ved,want,the,justice,,served,51.5073509,-0.12775830000000002
1455,4238675,54069,Y needs X to be Ved,want,the,show,,recognised,54.90686899999999,-1.383801
1456,6278526,54979,Y needs X to be Ved,wants,the,wedge,,taken,50.719164,-1.880769
1457,5151147,23663,Y needs X to be Ved,wants,the,uk,,tied,54.046575,-2.8007399
1458,5008760,18215,Y needs X Ving,needs,the,captaincy,taking,,56.1165227,-3.9369029
1459,1996367,48980,Y needs X to be Ved,want,the,uk,,ruled,51.457876669614194,-2.585389575449031
1460,4002348,22365,Y needs X Ving,want,the,board,sacking,,53.748575,-2.487529
1461,424973,39137,Y needs X to be Ved,wants,the,uk,,seen,51.5073509,-0.12775830000000002
1462,2786435,20829,Y needs X Ving,want,the,limelight,taking,,53.4807593,-2.2426305
1463,2786435,20829,Y needs X Ving,want,the,limelight,taking,,53.4807593,-2.2426305
1464,956519,24034,Y needs X Ving,wants,the,fairytale,ending,,51.5073509,-0.12775830000000002
1465,201406,37193,Y needs X to be Ved,want,the,change,,led,51.5073509,-0.12775830000000002
1466,4259224,29208,Y needs X Ved,need,the,tax,,sorted,53.7309278,-1.9837091
1467,1365908,61794,Y needs X Ving,need,the,good,looking,,52.396322,-0.7302489999999999
1468,5041527,4638,Y needs X to be Ved,want,the,crux,,called,50.7155591,-3.530875
1469,3476575,16421,Y needs X Ving,want,the,standard,improving,,53.64991762809028,-6.775433035000751
1470,2662765,71561,Y needs X Ving,needs,the,last,finishing,,57.149717,-2.094278
1471,1111373,13550,Y needs X Ving,want,the,pats,leading,,52.29764416770566,-1.930982575577574
1472,4562707,38083,Y needs X Ved,want,the,final,,finished,52.49396616659272,-1.890640074770749
1473,1947239,48689,Y needs X Ving,wants,the,name,calling,,51.45410668459496,-0.017989594702288003
1474,1947239,48592,Y needs X Ving,wants,the,name,calling,,51.45410668459496,-0.017989594702288003
1475,4715718,39904,Y needs X to be Ved,need,the,suitcase,,cleaned,52.95478320000001,-1.1581086
1476,4715718,39976,Y needs X to be Ved,need,the,suitcase,,cleaned,52.95478320000001,-1.1581086
1477,4393964,2896,Y needs X Ving,want,the,tv,turning,,53.40837140000001,-2.9915726
1478,6372974,33480,Y needs X Ved,need,the,account,,sorted,51.76826368316689,0.106737406161327
1479,5159783,19954,Y needs X Ving,need,the,life,changing,,51.5557739,-1.7797176
1480,922833,81167,Y needs X Ving,want,the,spotify,testing,,52.583268175481,-0.26565758630012604
1481,4632580,14958,Y needs X Ving,deserve,the,people,talking,,54.77525,-1.584852
1482,4632580,14958,Y needs X Ving,deserve,the,people,talking,,54.52361,-1.559458
1483,1060590,14787,Y needs X Ving,want,the,version,featuring,,51.535764,-0.902894
1484,5003407,24527,Y needs X Ved,need,the,favour,,returned,51.5455444,-0.2213979
1485,3589764,6346,Y needs X Ving,need,the,straight,talking,,53.456952157913115,-2.233479566883483
1486,4284188,41878,Y needs X Ving,want,the,aurora,painting,,52.49396616659272,-1.890640074770749
1487,3531317,5692,Y needs X Ving,wanted,the,service,fixing,,55.864237,-4.251806
1488,873614,59500,Y needs X Ving,need,the,voice,seeing,,53.4807593,-2.2426305
1489,873614,59500,Y needs X Ving,need,the,voice,seeing,,53.557788,-1.9949813000000003
1490,4605096,86203,Y needs X Ving,need,the,infrastructure,supporting,,56.03941862687256,-4.372401538031413
1491,4447475,44555,Y needs X Ving,want,the,numbers,following,,57.160555633167256,-2.1270400466003827
1492,6172712,68667,Y needs X Ving,want,the,insta,following,,51.8985143,-8.4756035
1493,6172712,69599,Y needs X Ving,want,the,insta,following,,51.8985143,-8.4756035
1494,1742165,24563,Y needs X Ved,deserve,the,win,,given,52.95478320000001,-1.1581086
1495,1742165,24563,Y needs X Ved,deserve,the,win,,given,53.10031899999999,-0.9936306
1496,1742165,24563,Y needs X Ved,deserve,the,win,,given,53.10031899999999,-0.9936306
1497,1213252,30014,Y needs X Ving,need,the,window,facing,,53.09095615601942,-2.965935063703466
1498,3584267,30690,Y needs X Ved,needs,the,loo,,given,54.57063829999999,-1.2352416000000002
1499,5977043,61985,Y needs X to be Ved,want,the,bbc,,balanced,51.5073509,-0.12775830000000002
1500,4430908,67643,Y needs X Ving,need,the,plastering,doing,,52.027411,-1.143152
1501,2404171,73636,Y needs X Ving,want,the,players,training,,52.52605616450897,-2.203868072308913
1502,3610091,113418,Y needs X Ving,deserve,the,world,including,,51.50378618328007,-0.189189593109732
1503,2888490,77905,Y needs X Ving,wants,the,wall,moving,,53.0243899,-1.477616
1504,6295363,6187,Y needs X Ving,deserve,the,most,depressing,,51.5073509,-0.12775830000000002
1505,2330095,68872,Y needs X to be Ved,wanted,the,script,,rewritten,51.5073509,-0.12775830000000002
1506,1896393,55956,Y needs X Ving,want,the,boys,playing,,53.1589342,-6.9095683
1507,4096391,37489,Y needs X Ved,need,the,investment,,confirmed,52.9155296661778,-1.470778075459931
1508,4755992,46951,Y needs X Ving,want,the,doxers,turning,,51.5073509,-0.12775830000000002
1509,1594313,92267,Y needs X Ved,want,the,uk,,destroyed,51.5424361831868,-0.15940259311419194
1510,5096225,92410,Y needs X Ving,needs,the,new,rolling,,54.72940989999999,-1.8811598000000005
1511,4999859,124821,Y needs X Ved,want,the,superhub,,changed,54.9612234,-1.7181963
1512,1537820,18936,Y needs X Ving,need,the,silt,removing,,51.752725,-0.339436
1513,1407900,44759,Y needs X Ved,wants,the,question,,asked,51.481581,-3.17909
1514,3866411,56458,Y needs X to be Ved,want,the,basics,,covered,51.5073509,-0.12775830000000002
1515,2439833,77594,Y needs X to be Ved,want,the,lamb,,called,54.77525,-1.584852
1516,4808490,42062,Y needs X Ved,want,the,burka,,banned,52.205337,0.121817
1517,4848375,46809,Y needs X to be Ved,want,the,truth,,seen,53.40837140000001,-2.9915726
1518,3177564,111132,Y needs X Ving,wanted,the,hallway,doing,,52.282316,-1.584927
1519,6047921,40676,Y needs X Ved,need,the,hole,,filled,51.361047,1.024256
1520,4969829,30769,Y needs X to be Ved,want,the,tickets,,used,51.5073509,-0.12775830000000002
1521,5337372,84268,Y needs X to be Ved,want,the,date,,delayed,51.5073509,-0.12775830000000002
1522,2053147,114445,Y needs X Ving,wanted,the,voice,recording,,54.597285,-5.93012
1523,861347,112796,Y needs X Ving,wanted,the,gap,filling,,53.63700770000001,-1.8265691
1524,861347,113039,Y needs X Ving,wanted,the,gap,filling,,53.63700770000001,-1.8265691
1525,6528844,23581,Y needs X Ving,needed,the,tyre,doing,,53.55263000000001,-1.479726
1526,5826108,22766,Y needs X Ving,want,the,english,speaking,,53.11470264823794,-4.206277554894993
1527,3766001,112293,Y needs X to be Ved,want,the,payment,,taken,53.27066800000001,-9.0567905
1528,4060718,62763,Y needs X Ving,want,the,happy,ending,,53.193392,-2.893075
1529,93719,66373,Y needs X Ved,need,the,attic,,done,51.74873,-3.381646
1530,404947,63742,Y needs X to be Ved,wanted,the,saudi,,freed,51.49838668316304,-0.216107592935755
1531,200822,17182,Y needs X to be Ved,want,the,league,,done,53.39330860000001,-2.1266343
1532,200822,17293,Y needs X to be Ved,want,the,league,,done,53.39330860000001,-2.1266343
1533,4288210,131883,Y needs X Ving,need,the,oxygen,taking,,51.48651166273363,-3.695067067241737
1534,4288210,124432,Y needs X Ved,need,the,gun,,turned,51.48651166273363,-3.695067067241737
1535,555615,27914,Y needs X Ved,need,the,path,,fixed,54.7261871,-5.8101207000000015
1536,5314693,62579,Y needs X Ving,want,the,straight,talking,,53.0181551608556,-2.247236069243983
1537,3451246,19403,Y needs X to be Ved,want,the,deal,,done,51.5073509,-0.12775830000000002
1538,372575,110380,Y needs X Ving,want,the,state,dictating,,55.864237,-4.251806
1539,692091,134064,Y needs X Ved,wanted,the,duopoly,,smashed,51.4402241859659,0.20662940349791
1540,366318,172468,Y needs X Ving,want,the,machines,creating,,51.56058668517,0.210589904164524
1541,1344347,153338,Y needs X Ved,want,the,eu,,reformed,51.5073509,-0.12775830000000002
1542,4453759,9758,Y needs X Ving,wanted,the,water,draining,,54.90686899999999,-1.383801
1543,1419594,39529,Y needs X to be Ved,want,the,teddy,,reunited,51.5073509,-0.12775830000000002
1544,3929059,54818,Y needs X Ved,need,the,lynx,,led,53.794216155403994,-2.264324564769455
1545,1421825,94259,Y needs X Ved,wanted,the,bars,,closed,55.864237,-4.251806
1546,640293,59713,Y needs X Ved,wanted,the,ball,,tried,52.44722566752533,-1.7874950757883938
1547,2918810,113256,Y needs X to be Ved,need,the,blipper,,adjusted,50.71505,-1.987248
1548,3060570,85173,Y needs X to be Ved,need,the,complexity,,hidden,51.5073509,-0.12775830000000002
1549,3060570,85173,Y needs X to be Ved,need,the,complexity,,hidden,51.23622,-0.570409
1550,3325137,114108,Y needs X Ved,want,the,rules,,stated,53.34980529999999,-6.260309700000001
1551,4597024,37296,Y needs X to be Ved,want,the,matter,,addressed,51.5073509,-0.12775830000000002
1552,5853720,63806,Y needs X to be Ved,want,the,public,,educated,55.012152639776,-3.4468680497761937
1553,6402273,67122,Y needs X Ved,want,the,facts,,reported,55.864237,-4.251806
1554,6590474,112615,Y needs X Ving,want,the,tickets,refunding,,53.99211999999999,-1.5418120000000002
1555,6590474,112615,Y needs X Ving,want,the,tickets,refunding,,53.615428,-1.352693
1556,3979371,31081,Y needs X to be Ved,wanted,the,bait,,taken,54.95268000000001,-1.603411
1557,5683461,31848,Y needs X Ved,need,the,rules,,changed,53.8227931658121,-0.475127577548963
1558,5683461,31953,Y needs X Ved,need,the,pundits,,changed,53.8227931658121,-0.475127577548963
1559,6217074,95202,Y needs X Ving,need,the,law,clearing,,53.5409298,-2.1113659
1560,1986634,25889,Y needs X Ved,want,the,department,,concerned,52.95478320000001,-1.1581086
1561,4640378,36772,Y needs X Ving,want,the,people,looking,,51.48926268395567,-0.088160593963711
1562,2066030,23250,Y needs X to be Ved,want,the,referendum,,decided,51.454513,-2.58791
1563,5779033,28848,Y needs X Ving,needs,the,roots,doing,,52.4750743,-1.8298330000000005
1564,1599278,58166,Y needs X Ved,want,the,attention,,taken,56.15407613266026,-3.325247544275806
1565,2584410,147410,Y needs X Ved,need,the,joke,,explained,51.5073509,-0.12775830000000002
1566,4820012,88061,Y needs X Ved,deserve,the,most,,proven,53.25848276138576,-2.508583852921487
1567,1358927,23970,Y needs X Ving,needed,the,person,using,,53.8007554,-1.5490774
1568,5092272,22654,Y needs X Ving,needs,the,most,doing,,53.4807593,-2.2426305
1569,458100,104512,Y needs X Ving,need,the,australis,tanning,,53.456952157913115,-2.233479566883483
1570,4937529,1482,Y needs X Ved,wanted,the,tarp,,moved,55.16263013712573,-3.705926547201978
1571,4196560,65892,Y needs X Ved,need,the,trigger,,pulled,55.858302128951905,-4.241751039861819
1572,3000269,109351,Y needs X Ving,need,the,win,shocking,,53.34980529999999,-6.260309700000001
1573,3000269,109351,Y needs X Ving,need,the,win,shocking,,53.34980529999999,-6.260309700000001
1574,3708722,15277,Y needs X Ving,want,the,instagram,following,,53.4433284,-1.948907
1575,3917471,26730,Y needs X to be Ved,wants,the,business,,done,51.6055748,-0.06816649999999999
1576,4340016,100375,Y needs X Ved,need,the,account,,linked,53.86376665706069,-1.908616066913688
1577,2520884,74813,Y needs X Ved,need,the,drums,,given,55.953252,-3.188267
1578,6127974,116181,Y needs X to be Ved,want,the,woman,,named,53.381129,-1.470085
1579,4898880,112613,Y needs X Ving,want,the,nurse,doing,,51.5073509,-0.12775830000000002
1580,4898880,112613,Y needs X Ving,want,the,nurse,doing,,51.5073509,-0.12775830000000002
1581,4898880,112176,Y needs X Ving,want,the,nurse,doing,,51.5073509,-0.12775830000000002
1582,4898880,112176,Y needs X Ving,want,the,nurse,doing,,51.5073509,-0.12775830000000002
1583,1131350,82798,Y needs X Ved,need,the,whip,,removed,51.66807818099647,-0.392275090622134
1584,4795701,125162,Y needs X Ving,want,the,person,leading,,51.316774,-0.5600349
1585,6272641,11868,Y needs X to be Ved,want,the,uk,,tied,51.70670418435881,0.24270290476594
1586,3440512,19549,Y needs X Ving,needs,the,crayons,taking,,57.73945361627269,-4.20044052988233
1587,3421482,43856,Y needs X Ved,need,the,cronyism,,removed,53.2326344,-2.6103158
1588,965333,74763,Y needs X Ving,want,the,law,changing,,53.32061966649386,-0.945052576999466
1589,2081317,45692,Y needs X Ving,want,the,police,turning,,53.3869046,-2.3488983
1590,1439849,117259,Y needs X Ving,want,the,tattooist,laughing,,51.504286,-3.576945
1591,5454718,50961,Y needs X Ved,need,the,heating,,turned,52.6139686,0.8864021000000001
1592,3639837,68609,Y needs X Ved,want,the,kit,,released,52.47380916912414,-1.485582077856026
1593,5245055,11961,Y needs X Ving,want,the,wife,dressing,,54.90686899999999,-1.383801
1594,6399959,67630,Y needs X to be Ved,deserve,the,opportunity,,celebrated,51.5073509,-0.12775830000000002
1595,3268097,77195,Y needs X Ving,want,the,terrorist,supporting,,54.6792422,-5.9591102
1596,3268097,78481,Y needs X Ved,wanted,the,gates,,opened,54.6792422,-5.9591102
1597,3115175,16009,Y needs X Ving,need,the,highlights,tightening,,52.48554601617983,-4.051858257603939
1598,6121750,138234,Y needs X Ved,need,the,exchange,,changed,50.758531,-1.5419098999999998
1599,355344,110489,Y needs X Ving,wanted,the,tv,turning,,53.4807593,-2.2426305
1600,5407531,65580,Y needs X Ving,need,the,room,doing,,53.05342615618135,-2.9820735637959377
1601,5407531,65472,Y needs X Ving,need,the,room,doing,,53.05342615618135,-2.9820735637959377
1602,192016,112577,Y needs X Ving,needs,the,cream,adding,,53.76581666702312,-0.333942078920855
1603,5754437,55834,Y needs X Ved,want,the,problem,,addressed,55.864237,-4.251806
1604,5754437,55834,Y needs X Ved,want,the,problem,,addressed,55.939240100000006,-4.1561656000000005
1605,4905298,86037,Y needs X to be Ved,need,the,guys,,inspired,53.147195,-1.198674
1606,349046,23217,Y needs X Ved,need,the,rules,,broken,51.5073509,-0.12775830000000002
1607,6424664,58694,Y needs X Ved,needs,the,lyrics,,written,51.38581318929259,-0.3074048472396501
1608,2818441,90990,Y needs X Ved,wanted,the,place,,emptied,51.28049918429613,-0.27779559371699103
1609,193295,95714,Y needs X Ving,needs,the,political,kicking,,51.675007,-3.5371650000000003
1610,1230304,155413,Y needs X Ving,needs,the,shit,kicking,,53.4807593,-2.2426305
1611,5096629,18554,Y needs X Ving,need,the,pressure,sorting,,53.4807593,-2.2426305
1612,2654437,29830,Y needs X Ving,needs,the,shit,kicking,,53.40837140000001,-2.9915726
1613,2192356,119105,Y needs X to be Ved,want,the,items,,delivered,53.52282,-1.128462
1614,6274865,120109,Y needs X Ved,need,the,handset,,returned,52.486243,-1.890401
1615,4252849,143763,Y needs X to be Ved,want,the,deal,,done,51.45165618360951,-0.193719093375096
1616,5180977,10054,Y needs X Ved,need,the,bearings,,replaced,50.942061,-2.633308
1617,5554868,105593,Y needs X to be Ved,want,the,question,,taken,54.6548993,-8.104096700000001
1618,2449609,74296,Y needs X Ving,needs,the,financial,backing,,53.95996510000001,-1.0872979
1619,52149,2905,Y needs X Ved,want,the,manager,,sacked,50.782998,-0.673061
1620,5940918,140336,Y needs X Ved,want,the,match,,played,53.4807593,-2.2426305
1621,5940918,140336,Y needs X Ved,want,the,match,,played,53.756629,-3.0213193
1622,1701029,159341,Y needs X Ving,deserved,the,never,ending,,53.411334043918636,-2.7984909106044435
1623,1701029,159860,Y needs X Ving,needed,the,third,booking,,53.411334043918636,-2.7984909106044435
1624,890060,57719,Y needs X Ved,wanted,the,mines,,closed,53.423567153225406,-3.04667356129869
1625,342008,90927,Y needs X Ving,want,the,goat,celebrating,,53.4807593,-2.2426305
1626,5766628,26716,Y needs X Ving,need,the,defence,sorting,,53.72957265809434,-1.8900300678065551
1627,2095085,27304,Y needs X to be Ved,need,the,government,,challenged,51.5073509,-0.12775830000000002
1628,5693622,115532,Y needs X Ving,need,the,book,ending,,52.62626317016146,-1.130669579608375
1629,2011667,88537,Y needs X to be Ved,wants,the,panels,,taxed,51.903862625520325,-9.033306029107486
1630,4523552,44512,Y needs X Ved,want,the,familiar,,done,51.66162118172113,-0.273582091559757
1631,2855537,80615,Y needs X Ving,needs,the,same,doing,,51.5557739,-1.7797176
1632,4479251,145701,Y needs X Ved,want,the,finale,,embedded,51.461311,-0.303742
1633,4479251,145475,Y needs X Ved,want,the,finale,,embedded,51.461311,-0.303742
1634,1909810,81362,Y needs X Ved,deserve,the,attention,,given,53.00266800000001,-2.179404
1635,559418,21911,Y needs X to be Ved,wanted,the,schools,,closed,51.48762720000001,-0.2671732
1636,559418,21911,Y needs X to be Ved,wanted,the,schools,,closed,51.4828358,-0.3882062
1637,2165158,66461,Y needs X Ving,want,the,conversation,surrounding,,51.481581,-3.17909
1638,5935384,13695,Y needs X Ved,want,the,charges,,stopped,51.58616017977093,-0.7025065887439941
1639,692749,91698,Y needs X Ving,need,the,defence,sorting,,53.54286515802092,-2.116869067235112
1640,976683,19991,Y needs X Ved,need,the,right,,done,52.455995,-1.199159
1641,1642183,127978,Y needs X Ved,want,the,food,,served,52.95478320000001,-1.1581086
1642,1642183,127978,Y needs X Ved,want,the,food,,served,52.95478320000001,-1.1581086
1643,2790845,36704,Y needs X Ved,need,the,phd,,done,51.718495,-1.968243
1644,2790845,36704,Y needs X Ved,need,the,phd,,done,52.193636,-2.221575
1645,4977021,49242,Y needs X Ving,want,the,eu,dictating,,50.81846710000001,-0.1203367
1646,4977021,46846,Y needs X Ved,want,the,referendum,,respected,50.81846710000001,-0.1203367
1647,2625860,83261,Y needs X Ved,needed,the,win,,reminded,53.7632254,-2.7044052000000005
1648,1107575,123757,Y needs X Ving,needs,the,correct,coaching,,51.5073509,-0.12775830000000002
1649,1784225,113928,Y needs X Ving,needs,the,arsenal,knocking,,52.7073029,-2.7553268
1650,6034788,95603,Y needs X Ved,wanted,the,game,,decided,52.99776762905172,-7.332833534667933
1651,5101155,139800,Y needs X Ving,deserves,the,electoral,kicking,,53.32360915883008,-2.233819067629136
1652,2610382,38102,Y needs X Ved,wanted,the,girls,,banned,55.4660676292408,-4.62491603947691
1653,4745526,19334,Y needs X Ved,needed,the,break,,worked,53.35490213361106,-6.247621039910087
1654,4140021,19833,Y needs X Ving,need,the,br,training,,54.7195338,-6.2072498
1655,6502588,6220,Y needs X Ving,need,the,proposed,recording,,52.51487266574419,-2.009332573787036
1656,1952298,59942,Y needs X to be Ved,want,the,day,,done,56.46201800000001,-2.970721
1657,1002783,52473,Y needs X Ved,want,the,tweets,,removed,52.45689100000001,-2.148731
1658,5543555,75656,Y needs X Ving,want,the,workshop,taking,,52.5684861323629,-7.293810037033281
1659,6255973,961,Y needs X Ving,want,the,most,entertaining,,51.5073509,-0.12775830000000002
1660,1729278,15740,Y needs X Ving,needs,the,whip,removing,,52.2729944,-0.8755514999999999
1661,3959279,53376,Y needs X Ved,want,the,ryony,,removed,55.953252,-3.188267
1662,3397986,61478,Y needs X to be Ved,need,the,job,,confirmed,51.5073509,-0.12775830000000002
1663,4590852,117390,Y needs X Ving,need,the,sensor,sorting,,52.6775873,-2.4672611
1664,5370216,14482,Y needs X Ved,wanted,the,deal,,passed,51.5073509,-0.12775830000000002
1665,5370216,29820,Y needs X Ved,want,the,donations,,stopped,51.5073509,-0.12775830000000002
1666,1563088,99310,Y needs X Ving,want,the,irs,looking,,52.3277701752273,-0.611463085181287
1667,5754648,13988,Y needs X to be Ved,need,the,funds,,transferred,51.647615,-0.35842
1668,3433,21569,Y needs X Ving,need,the,same,doing,,53.4807593,-2.2426305
